"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00054788","2000-06-20","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  272",",,W","  111",",,W","   17",",,W",,," 0931",",,W",,," 0857",",,W","  194",",,W",,,"  340",",,W","  320",",,W","   67",",,W","   89",",,W",,,,,,,,
"USW00054788","2000-06-21","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  267",",,W","  133",",,W","   52",",,W",,," 1450",",,W",,," 1449",",,W","  200",",,W",,,"  210",",,W","  200",",,W","  116",",,W","  156",",,W",,,,,,,,
"USW00054788","2000-06-22","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   10",",,W",,,"  289",",,W","  194",",,W","   26",",,W",,," 1616",",,W",,," 1615",",,W","  244",",,W",,,"  200",",,W","  200",",,W","   76",",,W","   98",",,W",,,,,,,,
"USW00054788","2000-06-23","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0","T,,W",,,"  278",",,W","  139",",,W","   21",",,W",,," 1431",",,W",,," 1340",",,W","  211",",,W",,,"  320",",,W","  340",",,W","   72",",,W","   89",",,W",,,,,,,,
"USW00054788","2000-06-24","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  289",",,W","  122",",,W","   16",",,W",,," 1531",",,W",,," 1505",",,W","  206",",,W",,,"  190",",,W","  200",",,W","   67",",,W","   89",",,W",,,,,,,,
"USW00054788","2000-06-25","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  300",",,W","  172",",,W","   42",",,W",,," 1521",",,W",,," 1706",",,W","  239",",,W",,,"  200",",,W","  200",",,W","  103",",,W","  134",",,W",,,,,,,,
"USW00054788","2000-06-26","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0","T,,W",,,"  311",",,W","  206",",,W","   30",",,W",,," 1545",",,W",,," 1416",",,W","  261",",,W",,,"  200",",,W","  210",",,W","   76",",,W","   94",",,W",,,,,,,,
"USW00054788","2000-06-27","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  104",",,W",,,"  317",",,W","  178",",,W","   21",",,W",,," 1416",",,W",,," 1449",",,W","  250",",,W",,,"  190",",,W","  300",",,W","  103",",,W","  134",",,W",,,,,,,,
"USW00054788","2000-06-28","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   10",",,W",,,"  278",",,W","  167",",,W","   16",",,W",,," 1527",",,W",,," 1548",",,W","  222",",,W",,,"  200",",,W","  220",",,W","   67",",,W","   80",",,W",,,,,,,,
"USW00054788","2000-06-29","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  233",",,W","  172",",,W","   14",",,W",,," 1708",",,W",,," 1708",",,W","  206",",,W",,,"  200",",,W","  200",",,W","   63",",,W","   67",",,W",,,,,,,,
"USW00054788","2000-06-30","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  267",",,W","  150",",,W","   18",",,W",,," 1724",",,W",,," 1724",",,W","  211",",,W",,,"  330",",,W","  320",",,W","   67",",,W","   80",",,W",,,,,,,,
"USW00054788","2000-07-01","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  283",",,W","  122",",,W","   12",",,W",,," 1210",",,W",,," 1429",",,W","  206",",,W",,,"  340",",,W","  280",",,W","   54",",,W","   63",",,W",,,,,,,,
"USW00054788","2000-07-02","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  300",",,W","  139",",,W","   18",",,W",,," 1304",",,W",,," 1643",",,W","  222",",,W",,,"  200",",,W","  200",",,W","   67",",,W","   80",",,W",,,,,,,,
"USW00054788","2000-07-03","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   23",",,W",,,"  306",",,W","  156",",,W","   21",",,W",,," 1518",",,W",,," 1517",",,W","  233",",,W",,,"  200",",,W","  200",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00054788","2000-07-04","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  104",",,W",,,"  289",",,W","  200",",,W","   16",",,W",,," 2031",",,W",,," 2031",",,W","  244",",,W",,,"  340",",,W","  350",",,W","   89",",,W","  143",",,W",,,,,,,,
"USW00054788","2000-07-05","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  294",",,W","  156",",,W","   31",",,W",,," 1239",",,W",,," 1243",",,W","  228",",,W",,,"  340",",,W","  350",",,W","   98",",,W","  125",",,W",,,,,,,,
"USW00054788","2000-07-06","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  267",",,W","  111",",,W","   19",",,W",,," 1838",",,W",,," 1837",",,W","  189",",,W",,,"  350",",,W","  340",",,W","   54",",,W","   72",",,W",,,,,,,,
"USW00054788","2000-07-07","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0","T,,W",,,"  250",",,W","  128",",,W","   34",",,W",,," 1520",",,W",,," 1515",",,W","  189",",,W",,,"  350",",,W","  320",",,W","   89",",,W","  112",",,W",,,,,,,,
"USW00054788","2000-07-08","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  256",",,W","  100",",,W","   33",",,W",,," 1446",",,W",,," 0755",",,W","  178",",,W",,,"  350",",,W","  350",",,W","   76",",,W","  107",",,W",,,,,,,,
"USW00054788","2000-07-09","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   20",",,W",,,"  272",",,W","  111",",,W","   27",",,W",,," 1647",",,W",,," 1647",",,W","  194",",,W",,,"  210",",,W","  210",",,W","   94",",,W","  112",",,W",,,,,,,,
"USW00054788","2000-07-10","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  311",",,W","  172",",,W","   27",",,W",,," 1723",",,W",,," 1339",",,W","  244",",,W",,,"  340",",,W","  290",",,W","   67",",,W","   89",",,W",,,,,,,,
"USW00054788","2000-07-11","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  283",",,W","  156",",,W","   29",",,W",,," 1331",",,W",,," 1110",",,W","  222",",,W",,,"  320",",,W","  330",",,W","   72",",,W","  103",",,W",,,,,,,,
"USW00054788","2000-07-12","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  283",",,W","  139",",,W","   22",",,W",,," 1739",",,W",,," 1739",",,W","  211",",,W",,,"  340",",,W","  340",",,W","   58",",,W","   76",",,W",,,,,,,,
"USW00054788","2000-07-13","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  294",",,W","  133",",,W","   16",",,W",,," 1548",",,W",,," 1549",",,W","  217",",,W",,,"  210",",,W","  200",",,W","   72",",,W","   94",",,W",,,,,,,,
"USW00054788","2000-07-14","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  278",",,W","  144",",,W","   30",",,W",,," 1538",",,W",,," 1436",",,W","  211",",,W",,,"  200",",,W","  190",",,W","   80",",,W","  107",",,W",,,,,,,,
"USW00054788","2000-07-15","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  726",",,W",,,"  228",",,W","  178",",,W","   36",",,W",,," 1250",",,W",,," 1250",",,W","  206",",,W",,,"  160",",,W","  160",",,W","   94",",,W","  130",",,W",,,,,,,,
"USW00054788","2000-07-16","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   71",",,W",,,"  267",",,W","  172",",,W","   22",",,W",,," 1633",",,W",,," 1548",",,W","  222",",,W",,,"  210",",,W","  210",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00054788","2000-07-17","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  267",",,W","  183",",,W","   24",",,W",,," 1639",",,W",,," 1629",",,W","  228",",,W",,,"  200",",,W","  220",",,W","   67",",,W","   80",",,W",,,,,,,,
"USW00054788","2000-07-18","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  300",",,W","  178",",,W","   38",",,W",,," 1857",",,W",,," 1857",",,W","  239",",,W",,,"   10",",,W","  360",",,W","   76",",,W","   98",",,W",,,,,,,,
"USW00054788","2000-07-19","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   30",",,W",,,"  189",",,W","  117",",,W","   10",",,W",,," 0028",",,W",,," 0027",",,W","  156",",,W",,,"  360",",,W","  350",",,W","   58",",,W","   76",",,W",,,,,,,,
"USW00054788","2000-07-20","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  244",",,W","  128",",,W","   18",",,W",,," 1150",",,W",,," 1134",",,W","  189",",,W",,,"   20",",,W","   30",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00054788","2000-07-21","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   76",",,W",,,"  272",",,W","  117",",,W","   25",",,W",,," 1627",",,W",,," 1409",",,W","  194",",,W",,,"  210",",,W","  200",",,W","   76",",,W","   98",",,W",,,,,,,,
"USW00054788","2000-07-22","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  261",",,W","  133",",,W","   14",",,W",,," 1651",",,W",,," 1625",",,W","  200",",,W",,,"  310",",,W","  310",",,W","   58",",,W","   76",",,W",,,,,,,,
"USW00054788","2000-07-23","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  261",",,W","  117",",,W","   10",",,W",,," 1513",",,W",,," 1259",",,W","  189",",,W",,,"  330",",,W","  350",",,W","   54",",,W","   67",",,W",,,,,,,,
"USW00054788","2000-07-24","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  256",",,W","  144",",,W","   13",",,W",,," 1500",",,W",,," 1453",",,W","  200",",,W",,,"  200",",,W","  200",",,W","   40",",,W","   54",",,W",,,,,,,,
"USW00054788","2000-07-25","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   10",",,W",,,"  233",",,W","  161",",,W","   15",",,W",,," 1552",",,W",,," 1551",",,W","  200",",,W",,,"  140",",,W","  140",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00054788","2000-07-26","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  198",",,W",,,"  194",",,W","  167",",,W","   20",",,W",,," 2352",",,W",,," 2315",",,W","  183",",,W",,,"   40",",,W","   20",",,W","   40",",,W","   63",",,W",,,,,,,,
"USW00054788","2000-07-27","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  140",",,W",,,"  194",",,W","  167",",,W","   23",",,W",,," 1523",",,W",,," 1523",",,W","  183",",,W",,,"   30",",,W","   40",",,W","   54",",,W","   72",",,W",,,,,,,,
"USW00054788","2000-07-28","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   10",",,W",,,"  233",",,W","  167",",,W","   13",",,W",,," 0915",",,W",,," 0939",",,W","  200",",,W",,,"   40",",,W","   30",",,W","   40",",,W","   54",",,W",,,,,,,,
"USW00054788","2000-07-29","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  239",",,W","  167",",,W","   12",",,W",,," 1658",",,W",,," 1657",",,W","  206",",,W",,,"  210",",,W","  200",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00054788","2000-07-30","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  282",",,W",,,"  206",",,W","  161",",,W","    1",",,W",,," 1129",",,W",,," 1127",",,W","  183",",,W",,,"   30",",,W","   20",",,W","   27",",,W","   31",",,W",,,,,,,,
"USW00054788","2000-07-31","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   69",",,W",,,"  211",",,W","  178",",,W","   17",",,W",,," 1255",",,W",,," 1052",",,W","  194",",,W",,,"  120",",,W","  140",",,W","   45",",,W","   67",",,W",,,,,,,,
"USW00054788","2000-08-01","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   15",",,W",,,"  228",",,W","  172",",,W","   14",",,W",,," 0820",",,W",,," 0819",",,W","  200",",,W",,,"   30",",,W","   20",",,W","   54",",,W","   67",",,W",,,,,,,,
"USW00054788","2000-08-02","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   13",",,W",,,"  289",",,W","  206",",,W","   21",",,W",,," 1431",",,W",,," 1702",",,W","  250",",,W",,,"  220",",,W","  200",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00054788","2000-08-03","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   91",",,W",,,"  278",",,W","  194",",,W","   25",",,W",,," 1921",",,W",,," 1923",",,W","  239",",,W",,,"  280",",,W","  300",",,W","   67",",,W","   80",",,W",,,,,,,,
"USW00054788","2000-08-04","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0","T,,W",,,"  272",",,W","  183",",,W","   17",",,W",,," 0843",",,W",,," 0843",",,W","  228",",,W",,,"  350",",,W","  350",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00054788","2000-08-05","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  272",",,W","  144",",,W","   13",",,W",,," 1729",",,W",,," 1240",",,W","  211",",,W",,,"  200",",,W","  350",",,W","   40",",,W","   54",",,W",,,,,,,,
"USW00054788","2000-08-06","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   15",",,W",,,"  250",",,W","  133",",,W","   22",",,W",,," 1549",",,W",,," 1548",",,W","  194",",,W",,,"  220",",,W","  230",",,W","   67",",,W","   80",",,W",,,,,,,,
"USW00054788","2000-08-07","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  157",",,W",,,"  311",",,W","  217",",,W","   33",",,W",,," 1320",",,W",,," 1355",",,W","  267",",,W",,,"  280",",,W","  290",",,W","   67",",,W","   94",",,W",,,,,,,,
"USW00054788","2000-08-08","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  311",",,W","  200",",,W","   11",",,W",,," 1530",",,W",,," 1529",",,W","  256",",,W",,,"  310",",,W","  310",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00054788","2000-08-09","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    8",",,W",,,"  300",",,W","  200",",,W","   21",",,W",,," 1211",",,W",,," 1211",",,W","  250",",,W",,,"  190",",,W","  200",",,W","   67",",,W","   80",",,W",,,,,,,,
"USW00054788","2000-08-10","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   84",",,W",,,"  283",",,W","  189",",,W","   17",",,W",,," 0113",",,W",,," 0112",",,W","  239",",,W",,,"  350",",,W","  350",",,W","  107",",,W","  130",",,W",,,,,,,,
"USW00054788","2000-08-11","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   43",",,W",,,"  289",",,W","  178",",,W","   16",",,W",,," 2011",",,W",,," 2010",",,W","  233",",,W",,,"  190",",,W","  190",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00054788","2000-08-12","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   71",",,W",,,"  239",",,W","  167",",,W","   25",",,W",,," 1129",",,W",,," 1309",",,W","  206",",,W",,,"   70",",,W","   60",",,W","   72",",,W","   94",",,W",,,,,,,,
"USW00054788","2000-08-13","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  137",",,W",,,"  211",",,W","  167",",,W","   34",",,W",,," 1322",",,W",,," 1320",",,W","  189",",,W",,,"   80",",,W","   60",",,W","   67",",,W","   94",",,W",,,,,,,,
"USW00054788","2000-08-14","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   28",",,W",,,"  189",",,W","  167",",,W","   36",",,W",,," 1120",",,W",,," 1043",",,W","  178",",,W",,,"   40",",,W","   40",",,W","   72",",,W","  107",",,W",,,,,,,,
"USW00054788","2000-08-15","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  294",",,W","  178",",,W","   18",",,W",,," 1229",",,W",,," 1228",",,W","  239",",,W",,,"   20",",,W","   20",",,W","   54",",,W","   67",",,W",,,,,,,,
"USW00054788","2000-08-16","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   25",",,W",,,"  300",",,W","  150",",,W","   26",",,W",,," 1403",",,W",,," 1420",",,W","  228",",,W",,,"  330",",,W","  350",",,W","   94",",,W","  107",",,W",,,,,,,,
"USW00054788","2000-08-17","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  272",",,W","  122",",,W","   19",",,W",,," 1309",",,W",,," 1118",",,W","  200",",,W",,,"  350",",,W","  330",",,W","   67",",,W","  103",",,W",,,,,,,,
"USW00054788","2000-08-18","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   23",",,W",,,"  228",",,W","  122",",,W","    8",",,W",,," 0738",",,W",,," 0656",",,W","  178",",,W",,,"   50",",,W","   40",",,W","   36",",,W","   54",",,W",,,,,,,,
"USW00054788","2000-08-19","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,,,,,"   22",",,W",,," 1310",",,W",,," 1310",",,W",,,,,"  350",",,W","  340",",,W","   67",",,W","   94",",,W",,,,,,,,
"USW00054788","2000-08-20","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,,,,,"   27",",,W",,," 1315",",,W",,," 0926",",,W",,,,,"  350",",,W","  340",",,W","   76",",,W","  103",",,W",,,,,,,,
"USW00054788","2000-08-21","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,,,,,"   14",",,W",,," 1326",",,W",,," 1046",",,W",,,,,"  330",",,W","  350",",,W","   63",",,W","   80",",,W",,,,,,,,
"USW00054788","2000-08-22","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  544",",G,W","  122",",,W","   10",",,W",,," 1641",",,W",,," 1640",",,W","  333",",,W",,,"  210",",,W","  210",",,W","   54",",,W","   63",",,W",,,,,,,,
"USW00054788","2000-08-23","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   53",",,W",,,,,,,"   29",",,W",,," 1128",",,W",,," 1722",",,W",,,,,"  210",",,W","  220",",,W","   76",",,W","   98",",,W",,,,,,,,
"USW00054788","2000-08-24","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,,,,,"    5",",,W",,," 1525",",,W",,," 1524",",,W",,,,,"  350",",,W","  340",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00054788","2000-08-25","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  272",",,W","  122",",,W","    8",",,W",,," 1254",",,W",,," 1253",",,W","  200",",,W",,,"   20",",,W","   30",",,W","   40",",,W","   54",",,W",,,,,,,,
"USW00054788","2000-08-26","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  283",",,W","  122",",,W","    8",",,W",,," 1657",",,W",,," 1655",",,W","  206",",,W",,,"  210",",,W","  210",",,W","   40",",,W","   54",",,W",,,,,,,,
"USW00054788","2000-08-27","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  283",",,W","  133",",,W","   13",",,W",,," 1457",",,W",,," 1456",",,W","  211",",,W",,,"  220",",,W","  210",",,W","   40",",,W","   58",",,W",,,,,,,,
"USW00054788","2000-08-28","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  261",",,W","  183",",,W","   17",",,W",,," 1632",",,W",,," 1627",",,W","  222",",,W",,,"  190",",,W","  190",",,W","   54",",,W","   63",",,W",,,,,,,,
"USW00054788","2000-08-29","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  256",",,W","  139",",,W","   15",",,W",,," 1355",",,W",,," 1355",",,W","  200",",,W",,,"  210",",,W","  190",",,W","   63",",,W","   72",",,W",,,,,,,,
"USW00054788","2000-08-30","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    5",",,W",,,"  267",",,W","  150",",,W","   11",",,W",,," 1618",",,W",,," 1616",",,W","  211",",,W",,,"  190",",,W","  190",",,W","   40",",,W","   54",",,W",,,,,,,,
"USW00054788","2000-08-31","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  294",",,W","  211",",,W","   13",",,W",,," 1522",",,W",,," 1622",",,W","  256",",,W",,,"  200",",,W","  190",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00054788","2000-09-01","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0","T,,W",,,"  283",",,W","  211",",,W","   12",",,W",,," 1612",",,W",,," 1612",",,W","  250",",,W",,,"  210",",,W","  210",",,W","   54",",,W","   63",",,W",,,,,,,,
"USW00054788","2000-09-02","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    8",",,W",,,"  278",",,W","  206",",,W","    9",",,W",,," 2113",",,W",,," 2112",",,W","  244",",,W",,,"   40",",,W","   50",",,W","   58",",,W","   89",",,W",,,,,,,,
"USW00054788","2000-09-03","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  272",",,W","  206",",,W","   15",",,W",,," 1555",",,W",,," 1555",",,W","  239",",,W",,,"  200",",,W","  200",",,W","   63",",,W","   72",",,W",,,,,,,,
"USW00054788","2000-09-04","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0","T,,W",,,"  294",",,W","  144",",,W","   31",",,W",,," 2106",",,W",,," 2107",",,W","  222",",,W",,,"   30",",,W","   30",",,W","   94",",,W","  116",",,W",,,,,,,,
"USW00054788","2000-09-05","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  200",",,W","   78",",,W","   32",",,W",,," 1041",",,W",,," 1040",",,W","  139",",,W",,,"   30",",,W","   40",",,W","   72",",,W","  107",",,W",,,,,,,,
"USW00054788","2000-09-06","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  211",",,W","   67",",,W","   15",",,W",,," 1302",",,W",,," 1519",",,W","  139",",,W",,,"  100",",,W","  360",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00054788","2000-09-07","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  228",",,W","   56",",,W","   19",",,W",,," 1419",",,W",,," 1436",",,W","  144",",,W",,,"  210",",,W","  210",",,W","   63",",,W","   80",",,W",,,,,,,,
"USW00054788","2000-09-08","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  256",",,W","  100",",,W","   25",",,W",,," 1312",",,W",,," 1343",",,W","  178",",,W",,,"  200",",,W","  200",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00054788","2000-09-09","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  261",",,W","  172",",,W","    4",",,W",,," 1252",",,W",,," 1250",",,W","  217",",,W",,,"   10",",,W","   20",",,W","   58",",,W","   76",",,W",,,,,,,,
"USW00054788","2000-09-10","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  278",",,W","  144",",,W","   14",",,W",,," 1508",",,W",,," 1508",",,W","  211",",,W",,,"  200",",,W","  210",",,W","   54",",,W","   63",",,W",,,,,,,,
"USW00054788","2000-09-11","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0",",,W",,,"  256",",,W","  144",",,W","   15",",,W",,," 1352",",,W",,," 1401",",,W","  200",",,W",,,"  200",",,W","  200",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00054788","2000-09-12","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    0","T,,W",,,"  278",",,W","  172",",,W","   34",",,W",,," 1534",",,W",,," 1710",",,W","  228",",,W",,,"  210",",,W","  210",",,W","   80",",,W","  107",",,W",,,,,,,,
"USW00054788","2000-09-13","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","   71",",,W",,,"  261",",,W","  128",",,W","   22",",,W",,," 0017",",,W",,," 0018",",,W","  194",",,W",,,"  210",",,W","  200",",,W","   72",",,W","   89",",,W",,,,,,,,
"USW00054788","2000-09-14","41.50969","-72.82783","29.6","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","    3",",,W",,,"  250",",,W","  100",",,W","   11",",,W",,," 1437",",,W",,," 1436",",,W","  178",",,W",,,"  200",",,W","  210",",,W","   58",",,W","   72",",,W",,,,,,,,
